study_id,database_source,title,abstract,year,author,journal,doi,url,keywords,notes_spillover,has_hard_kill,has_soft_kill,has_addict,has_tech,is_high_priority,exclude_flag,screening_notes
GPS_DEC_2403,MEDLINE,Variability in screening prevention activities in primary care in Spain: a multilevel analysis,"Background: Despite evidence of the benefits of prevention activities, studies have reported only partial integration and great variability of screening in daily clinical practice. The study objectives were: 1) To describe Primary Health Care (PHC) screening for arterial hypertension, dyslipidaemia, obesity, tobacco use, and excessive alcohol consumption in 2008 in 2 regions of Spain, based on electronic health records, and 2) To assess and quantify variability in screening, and identify factors (of patient, general practitioners and PHC team) associated with being screened, that are common throughout the PHC population. Methods: Multicentre, cross-sectional study of individuals aged >= 16 years (N = 468,940) who visited the 426 general practitioners (GPs) in 44 PHC teams in Catalonia and Navarre in 2008. Outcomes: screening for hypertension, dyslipidaemia, obesity, tobacco use, and excessive alcohol consumption. Other variables were considered at the individual (sociodemographics, visits, health problems), GP and PHC team (region among others). Individual and contextual factors associated with the odds of being screened and the variance attributable to each level were identified using the SAS PROC GLIMMIX macro. Results: The most prevalent screenings were for dyslipidaemia (64.4%) and hypertension (50.8%); the least prevalent was tobacco use (36.6%). Overall, the odds of being screened were higher for women, older patients, those with more comorbidities, more cardiovascular risk factors, and more frequent office visits, and those assigned to a female GP, a GP with a lower patient load, or a PHC team with a lower percentage of patients older than 65 years. On average, individuals in Navarre were less likely to be screened than those in Catalonia. Hypertension and dyslipidaemia screenings had the least unexplained variability between PHC teams and GPs, respectively, after adjusting for individual and contextual factors. Conclusions: Of the studied screenings, those for obesity, tobacco, and alcohol use were the least prevalent. Attention to screening, especially for tobacco and alcohol, can be greatly improved in the PHC setting.",2015,"Rosell-Murphy, M and Rodriguez-Blanco, T and Morán, J and Pons-Vigués, M and Elorza-Ricart, JM and Rodríguez, J and Pareja, C and Nuin, MA and Bolíbar, B",BMC public health,https://dx.doi.org/10.1186/s12889-015-1767-5,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:med12&rft.genre=article&rft_id=info:doi/10.1186%2Fs12889-015-1767-5&rft_id=info:pmid/25947302&rft.issn=1471-2458&rft.volume=15&rft.issue=1&rft.spage=473&rft.pages=473&rft.date=2015&rft.jtitle=BMC+Public+Health&rft.atitle=Variability+in+screening+prevention+activities+in+primary+care+in+Spain%3A+a+multilevel+analysis.&rft.aulast=Rosell-Murphy,Adult and Aged and Alcohol-Related Disorders/di [Diagnosis] and Alcohol-Related Disorders/pc [Prevention & Control] and Cross-Sectional Studies and Dyslipidemias/di [Diagnosis] and Dyslipidemias/pc [Prevention & Control] and Female and Humans and Hypertension/di [Diagnosis] and Hypertension/pc [Prevention & Control] and Male and Mass Screening/mt [Methods] and *Mass Screening/sn [Statistics & Numerical Data] and Middle Aged and *Multilevel Analysis/mt [Methods] and Obesity/di [Diagnosis] and Obesity/pc [Prevention & Control] and Prevalence and Preventive Medicine/mt [Methods] and *Preventive Medicine/sn [Statistics & Numerical Data] and Primary Health Care/mt [Methods] and *Primary Health Care/sn [Statistics & Numerical Data] and Risk Factors and Spain and Tobacco Use Disorder/di [Diagnosis] and Tobacco Use Disorder/pc [Prevention & Control],NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_2510,MEDLINE,A comparative study of efficacy and safety of gabapentin versus amitriptyline as coanalgesics in patients receiving opioid analgesics for neuropathic pain in malignancy,NA,2013,NA,Indian J Pharmacol,https://dx.doi.org/10.4103/0253-7613.115000,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:med10&rft.genre=article&rft_id=info:doi/10.4103%2F0253-7613.115000&rft_id=info:pmid/24014906&rft.issn=0253-7613&rft.volume=45&rft.issue=4&rft.spage=334&rft.pages=334-8&rft.date=2013&rft.jtitle=Indian+Journal+of+Pharmacology&rft.atitle=A+comparative+study+of+efficacy+and+safety+of+gabapentin+versus+amitriptyline+as+coanalgesics+in+patients+receiving+opioid+analgesics+for+neuropathic+pain+in+malignancy.&rft.aulast=Banerjee,*Amines/ad [Administration & Dosage] and Amines/ae [Adverse Effects] and *Amitriptyline/ad [Administration & Dosage] and Amitriptyline/ae [Adverse Effects] and *Analgesics/ad [Administration & Dosage] and Analgesics/ae [Adverse Effects] and *Cyclohexanecarboxylic Acids/ad [Administration & Dosage] and Cyclohexanecarboxylic Acids/ae [Adverse Effects] and Female and Gabapentin and Humans and Male and Middle Aged and *Neoplasms/dt [Drug Therapy] and *Neuralgia/dt [Drug Therapy] and Pain Measurement and *Tramadol/ad [Administration & Dosage] and Tramadol/ae [Adverse Effects] and Treatment Outcome and *gamma-Aminobutyric Acid/ad [Administration & Dosage] and gamma-Aminobutyric Acid/ae [Adverse Effects],NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_2788,MEDLINE,Baseline results of the Depiscan study: a French randomized pilot trial of lung cancer screening comparing low dose CT scan (LDCT) and chest X-ray (CXR),"Background: Lung cancer has the highest mortality-rate per cancer, with an overall 5-year survival < 15%. Several non-randomized studies pointed out the high sensitivity of low dose computed tomography (LDCT) to detect early stage lung cancer. In France, Depiscan, a pilot RCT of LDCT versus chest X-ray (CXR), started on October 2002 to determine the feasibility of enrollment by general practitioners (GPs), investigations and diagnostic procedures by university hospital radiologists and multidisciplinary teams, data management by centralized clinical research assistants, and anticipate the future management of a large national trial. Methods: GPs and occupational physicians (OPs) selected and enrolled 1000 subjects in 1 year. Eligible subjects were asymptomatic mates or females aged 50-75 years with a current or former cigarette smoking history of > 15 cigarettes per day for at least 20 years (former smokers having quit < 15 years prior to enrollment). Based to randomization, annual LDCT or CXR screenings were planned at baseline and annually for 2 years. Results: Between October 2002 and December 2004, 765 subjects were enrolled by 89 out of the 232 participating GPs and OPs. Complete clinical and imaging baseline data were available for 621 individuals out of the 765 enrolled, due to 144 noncompliant subjects who withdrew their consent. At [east one nodule was detected in 152 out of 336 subjects (45.2%) in the LDCT screening, versus 21 out of 285 subjects (7.4%) in the CXR screening arm. Eight lung cancers were detected in the LDCT arm and one in the CXR arm. Discussion: This pilot trial allows estimating that non-calcified nodules are 10 [6.36-17.07] times more often detected from LDCT than from CXR. However enrollment by GPs was more difficult than expected with 41% active investigators and a high rate (19%) of noncompliant patients. This experience speaks to the need for a high level of GPs formation and a large, coordinated clinical research team in such a trial. Trial registration number: 02526. (c) 2007 Elsevier Ireland Ltd. All rights reserved.",2007,"Blanchon, T and Brechot, JM and Grenier, PA and Ferretti, GR and Lemarie, E and Milleron, B and Chague, D and Laurent, F and Martineti, Y and Beigelman-Aubry, C and Blanchon, F and Revel, MP and Friard, S and Remy-Jardin, M and Vasile, M and Santelmo, N and Lecalier, A and Lefebure, P and Moro-Sibilot, D and Breton, JL and Carette, MF and Brambilla, C and Fournel, F and Kieffer, A and Frija, G and Flahault, A",Lung Cancer,https://dx.doi.org/10.1016/j.lungcan.2007.05.009,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:med6&rft.genre=article&rft_id=info:doi/10.1016%2Fj.lungcan.2007.05.009&rft_id=info:pmid/17624475&rft.issn=0169-5002&rft.volume=58&rft.issue=1&rft.spage=50&rft.pages=50-8&rft.date=2007&rft.jtitle=Lung+Cancer&rft.atitle=Baseline+results+of+the+Depiscan+study%3A+a+French+randomized+pilot+trial+of+lung+cancer+screening+comparing+low+dose+CT+scan+%28LDCT%29+and+chest+X-ray+%28CXR%29.&rft.aulast=Blanchon,"Aged and Early Diagnosis and Female and France and Humans and Incidence and *Lung Neoplasms/dg [Diagnostic Imaging] and Lung Neoplasms/pa [Pathology] and Male and *Mass Chest X-Ray and Mass Screening/mt [Methods] and Middle Aged and Pilot Projects and Prevalence and Risk Factors and Sensitivity and Specificity and Smoking and *Tomography, X-Ray Computed",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_2849,MEDLINE,[Long-term efficiency of opioid medication in patients with chronic non-cancer-associated pain. Results of a survey 5 years after onset of medical treatment],"A total of 121 patients with at least a 3-year history of opioid use were evaluated by a standardized interview during a clinical visit or telephone call. Assessed items were the present and former drug medication, daily doses, withdrawals, contentment with the treatment, positive/negative treatment effects, average/maximum pain and others. Statistics: x(2), ANCOVA and survival analysis. Of 121 patients (frequency of withdrawal 14.8% mainly due to lack of efficacy) with an average treatment time of 66 months (37-105 months; 80,264 days; 87% more than 5 years), 103 (85%) still took an opioid step II or III according to the WHO analgesic ladder. Patients further treated in the pain clinic stopped significantly less frequently than patients treated by GPs or other non-specialised physicians (5 versus 23%). Patients with long-term opioid intake revealed significantly lower pain intensity and higher contentment with the pain management and achieved improvement (global, quality of life and physical state). Changes of opioid dosages during the 5 years were inconsistent (no change 33%, decrease 16%, slight increase 27%, high increase 19%). However, the number of patients with high dose increased from 6 to 23 due to significant loss of efficacy (proved in the morphine subgroup, p < 0.05). The survey demonstrates a very low frequency of withdrawal in patients with long-term opioid medication after initial response without evidence for tolerance development, especially if their treatment is controlled in a pain centre.",2005,"Maier, C and Schaub, C and Willweber-Strumpf, A and Zenz, M",Schmerz,https://dx.doi.org/10.1007/s00482-005-0432-9,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:med6&rft.genre=article&rft_id=info:doi/10.1007%2Fs00482-005-0432-9&rft_id=info:pmid/16133299&rft.issn=0932-433X&rft.volume=19&rft.issue=5&rft.spage=410&rft.pages=410-7&rft.date=2005&rft.jtitle=Der+Schmerz&rft.atitle=Langfristige+Effekte+von+Opioiden+bei+Patienten+mit+chronischen+nicht-tumorbedingten+Schmerzen.+Ergebnisse+einer+Nachuntersuchung+5+Jahre+nach+Ersteinstellung.&rft.aulast=Maier,"Analgesics, Opioid/st [Standards] and *Analgesics, Opioid/tu [Therapeutic Use] and Chronic Disease/mo [Mortality] and Chronic Disease/th [Therapy] and Follow-Up Studies and Humans and Interviews as Topic and Neoplasms/pp [Physiopathology] and *Pain/dt [Drug Therapy] and Survival Analysis",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_2955,MEDLINE,Automated attention flags in chronic disease care planning,"Objectives: To assess the value of computerised decision support in the management of chronic respiratory disease by comparing agreement between three respiratory specialists, general practitioners (care coordinators), and decision support software. Methods: Care guidelines for two chronic obstructive pulmonary disease projects of the SA HealthPlus Coordinated Care Trial were formulated. Decision support software, Care Plan On-Line (CPOL), was created to represent the intent of these guidelines via automated attention flags to appear in patients' electronic medical records. For a random sample of 20 patients with care plans, decisions about the use of nine additional services (eg, smoking cessation, pneumococcal vaccination) were compared between the respiratory specialists, the patients' GPs and the CPOL attention flags. Results: Agreement among the specialists was at the lower end of moderate (intraclass correlation coefficient [ICC], 0.48; 95% Cl, 0.39-0.56), with a 20% rate of contradictory decisions. Agreement with recommendations of specialists was moderate to poor for GPs (kappa, 0.49; 95% Cl, 0.33-0.66) and moderate to good for CPOL (kappa, 0.72; 95% Cl, 0.55-0.90). CPOL agreement with GPs was moderate to poor (kappa, 0.41; 95% Cl, 0.24-0.58). GPs were less likely than specialists or CPOL to decide in favour of an additional service (P < 0.001). CPOL was 87% accurate as an indicator of specialist decisions. It gave a 16% false-positive rate according to specialist decisions, and flagged 61% of decisions where GPs said No and specialists said Yes. Conclusions: Automated decision support may provide GPs with improved access to the intent of guidelines; however, further investigation is required.",2001,"Warren, JR and Noone, JT and Smith, BJ and Ruffin, R and Frith, P and van der Zwaag, BJ and Beliakov, GV and Frankel, HK and McElroy, HJ",Med J Aust,https://dx.doi.org/10.5694/j.1326-5377.2001.tb143588.x,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:med4&rft.genre=article&rft_id=info:doi/10.5694%2Fj.1326-5377.2001.tb143588.x&rft_id=info:pmid/11665944&rft.issn=0025-729X&rft.volume=175&rft.issue=6&rft.spage=308&rft.pages=308-12&rft.date=2001&rft.jtitle=Medical+Journal+of+Australia&rft.atitle=Automated+attention+flags+in+chronic+disease+care+planning.&rft.aulast=Warren,"*Decision Support Systems, Clinical and Humans and *Lung Diseases, Obstructive/th [Therapy] and *Medical Records Systems, Computerized/st [Standards] and *Patient Care Planning/st [Standards] and *Practice Guidelines as Topic and Reminder Systems and Software and South Australia",NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_3115,WoS,Fiber optic plant wearable sensors for growth and microclimate monitoring,"Changes in climate and the growth of population are posing a challenge in plant agricultural industries. Recent technological advances offer new tools for meeting the rising demand for food and energy worldwide. The application of wearable sensors for precision agriculture and their interfacing with plants have more recently emerged as an exciting strategy to monitor plant health. However, the use of plant wearables to improve crop productivity is in its infancy. A few wearable sensors have been designed to monitor growth, microclimate in terms of temperature (T), relative humidity (RH), and light intensity, and plant diseases. Most of these systems are based on electrical sensors that experience a change of resistance, capacitance, or impedance in response to mechanical and chemical inputs. However, some limitations, such as low sensitivity, low signal stability, and high hysteresis error, are still limiting their applications. To overcome these issues, fiber Bragg grating (FBG) technology, with its numerous advantages, can play a crucial role in plant health monitoring. FBG sensors are characterized by good metrological properties, miniaturized size, and biocompatibility, making them suitable for plant wearables development. Moreover, thanks to their easy encapsulation into flexible matrices, FBG can interface with different plant organs (e.g., leaves, stems, fruits). This study proposed soft plant wearable sensors based on FBG technology for plant health monitoring. A soft sensor based on FBG was used for measuring the stem elongation of a tobacco plant. In addition, two other sensors placed on the leaf were used for microclimate monitoring. The promising results open the possibility of using the proposed sensors to promptly diagnose plant health status and optimize the plant growth.",2022,"Lo Presti, D and Di Tocco, J and Massaroni, C and Cimini, S and Cinti, S and D'Amato, R and Caponero, MA and De Gara, L and Schena, E",NA,10.1109/MetroInd4.0IoT54413.2022.9831698,NA,plant wearable sensors and fiber Bragg gratings and fiber optic sensors and soft sensors and plant health and growth monitoring and microclimate monitoring and BRAGG GRATINGS and CROP LOSSES and HUMIDITY and FOOD,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_3152,WoS,Flexible reversible polymer nano-composite thin film patch for wearable temperature sensor,"A flexible polymer nano-composite thin film patch for wearable temperature sensors was fabricated, which presents excellent energy storage and temperature indication properties. In this composite patch, conductive silver (Ag) nanoparticles (NPs) were used as functional fillers while polyvinyl alcohol (PVA) used as polymer material. The effects of Ag NPs concentration on morphology and temperature indication were experimentally investigated using a field-emission scanning electron microscope (FE-SEM), thermogravimetric analyser (TGA) and differential thermal analysis (DTA). The findings showed that Ag was uniformly distributed across matrix membranes. Also, the prepared PVA-Ag nanocomposite thin film patch showed improved mechanical properties and conductivity. The consequence of X-Ray Diffraction (XRD) displayed a semi-crystalline nature. The results show the potential for incorporating subordinate AgNP concentrations as a substitute to enhance performance in terms of mechanical, thermal, and antibacterial qualities without treatment. The electrical properties were studied through the current-voltage(I-V) characteristics showing the linear I-V ohmic contact and low contact resistance. With heat storage and temperature regulation capabilities, a flexible polymer nano-composite patch for a wearable temperature sensor was created and has significant promise for use in the future in energy storage, thermal management, and wearable temperature sensors.",2023,"Gudadur, KS and Veluswamy, P",NA,10.1016/j.surfin.2023.102975,NA,Nanocomposite thin film patch and Conducting materials and Thermal release and Heat sensitive and Wearables and PHASE-CHANGE MATERIAL and THERMAL-ENERGY STORAGE and LATENT-HEAT STORAGE and IN-SITU and POLY(VINYL ALCOHOL) and GRAPHENE and PERFORMANCE and FABRICATION and NANOCOMPOSITES and CONDUCTIVITY,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_3267,WoS,Quaternary Ammonium Chitosan-Based Antimicrobial and Conductive Composite Hydrogel for Flexible Wearable Strain Sensors,"Conductive hydrogel-based flexible wearable sensors are considered one of the best candidates for next-generation flexible wearable devices due to their flexibility, stretchability, and biocompatibility. However, most of the conventional conductive hydrogels do not possess antimicrobial properties, limiting their application in emerging flexible wearable devices. To address this issue, we successfully developed an antimicrobial and conductive composite hydrogel (QCS-PVA-C-MWCNTs) by the freeze-thawing method, which mainly consists of poly(vinyl alcohol) (PVA), antimicrobial chitosan modified by dimethyloctadecyl-(3-trimethoxysilylpropyl) ammonium chloride (TSA) (QCS), and hydroxylated multiwalled carbon nanotubes (C-MWCNTs). QCS-PVA-C-MWCNTs hydrogels exhibit excellent mechanical properties with high stretchability, excellent self-healing ability (<1 h), and reproducible adhesion performance. QCS-PVA-C-MWCNTs hydrogel-based flexible wearable sensors accurately and quickly monitor human activity (e.g., finger flexion, elbow flexion, mouth opening, and saying ""thank you""). The conductivity of QCS-PVA-C-MWCNTs3 hydrogel is similar to 7.4 S<middle dot>m(-1,) and it also features a fast response (<0.24 s) and high stability (up to 5000 cycles). Moreover, QCS-PVA-C-MWCNTs hydrogels can effectively inhibit the growth of both Escherichia coli (>99.3%) and Staphylococcus aureus (>99.8%) bacterial strains. We envision that this work broadens the avenues for designing multifunctional chitosan-based hydrogels with a wide range of applications in human-computer interaction, sports training, and personal healthcare.",2025,"Wu, PX and Zhuang, H and Qin, ZY and Dassanayake, RSS and Khattab, TA and Liu, ZY and Zhou, Y and Liu, YY",NA,10.1021/acsaelm.5c01561,NA,flexible electronics and hydrogel and antibacterial and conductive and chitosan and NANOFIBROUS MATS and FABRICATION and CYTOTOXICITY and CHITIN and ACID,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_3336,WoS,"Residential distance to major roadways and semen quality, sperm DNA integrity, chromosomal disomy, and serum reproductive hormones among men attending a fertility clinic","Objective: We examined associations of residential distance to major roadways, as a proxy for traffic -related air pollution exposures, with sperm characteristics and male reproductive hormones. Design: The cohort included 797 men recruited from Massachusetts General Hospital Fertility Center between 2000 and 2015 to participate in fertility research studies. Materials and methods: Men reported their residential addresses at enrollment and provided 1-6 semen samples and a blood sample during follow-up. We estimated the Euclidean distance to major roadways (e.g. interstates and highways: limited access highways, multi lane highways (not limited access), other numbered routes, and major roads) using information from the Massachusetts Department of Geographic Information Systems. Semen parameters (1238 semen samples), sperm DNA integrity (389 semen samples), chromosomal disomy (101 semen samples), and serum reproductive hormones (405 serum samples) were assessed following standard procedures. Results: Men in this cohort were primarily Caucasian (86%), not current smokers (92%), with a college or higher education (88%), and had an average age of 36 years and BMI of 27.7 kg/m(2). The median (interquartile range) residential distance to a major roadway was 111 (37, 248) meters. Residential proximity to major roadways was not associated with semen parameters, sperm DNA integrity, chromosomal disomy, or serum reproductive hormone concentrations. The adjusted percent change (95% CI) in semen quality parameters associated with a 500 m increase in residential distance to a major roadway was 1.0% (-6.3, 4.5) for semen volume, 4.3% (-5.8, 15.7) for sperm concentration, 3.1% (-7.2, 14.5) for sperm count, 1.1% (-1.2, 3.4) for % total motile sperm, and 0.1% (-0.3, 0.5) for % morphologically normal sperm. Results were consistent when we modeled the semen parameters dichotomized according to WHO 2010 reference values. Conclusion: Residential distance to major roadways, as a proxy for traffic -related air pollution exposure, was not related to sperm characteristics or serum reproductive hormones among men attending a fertility clinic in Massachusetts.",2018,"Nassan, FL and Chavarro, JE and Mínguez-Alarcón, L and Williams, PL and Tanrikut, C and Ford, JB and Dadd, R and Perry, MJ and Hauser, R and Gaskins, AJ",NA,10.1016/j.ijheh.2018.05.007,NA,Proximity and Road and Air pollution and Men and Infertility and Semen and Reproductive hormone and DNA integrity and Disomy and AMBIENT AIR-POLLUTION and BODY-MASS INDEX and DIESEL EXHAUST and UNITED-STATES and EXPOSURE and INFERTILITY and PREVALENCE and DAMAGE and RISK and FISH,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_3363,WoS,Real-time AVHRR forest fire detection in Mexico (1998-2000),"Using our NOAA satellite ground receiving station we have implemented a real-time multispectral fire detection procedure. The Mexican territory is divided into five regions. For each region, time-dependent dynamic temperature threshold values are determined. To avoid solar contamination, nocturnal and early morning Advanced Very High Resolution Radiometer (AVHRR) Local Area Coverage (LAC) images are used. The model determines hot points using channel 3 data. Channel 4 data are used for determining the environmental (surface) temperature. Channel 1 data are used to detect smoke and pixels having a high albedo (4-7%) due to clouds and ground features. Channel 2 data are used to identify land irregularities. Detected hot points are then brought into a geographic information system for ecosystem classification on a national vegetation map which identifies natural protected areas, fragmented forest and agricultural areas. Two daily reports were delivered during 1999 and 2000 to the corresponding national and state authorities so they could take immediate actions. The fire season of 1998 was the most severe season. Satellite imagery detected many fires not only in Mexico but also in Guatemala and Honduras during April and May. South-westerly winds transported the smoke haze over the Gulf of Mexico reaching the USA from New Mexico to southern Florida and sometimes as far north as over the Great Plains. Comparison of the results show that affected areas have been reduced by 7.3 ha per event (1998), 4.0 ha per event (1999) and 2.8 ha per event (2000), respectively. The most affected regions of the country were as follows-in the south: States of Chiapas, Oaxaca, Tabasco and Quintana Roo; in the centre: Estado de Mexico, Guerrero, Jalisco, Zacatecas and Tamaulipas; in the north-east: Coahuila, Nuevo Leon; and in the north-west: Chihuahua and Sonora. The areas classified as Fragmented Forest show the maximum number of events (80%). This may be because these areas tend to have considerable agricultural activities. It is important to take measures to eliminate these activities.",2003,"Galindo, I and López-Pérez, P and Evangelista-Salazar, M",NA,10.1080/01431160305003,NA,SATELLITE and SMOKE and IDENTIFICATION,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_3409,WoS,Microfluidic Fabrication of High-Strength Eutectogel@Poly(vinyl alcohol) Core-Shell Helical Fibers toward Sensing Applications,"Functional helical ionogel fibers have demonstrated considerable promise for use in sensing and smart wearable devices owing to their unique spiral architecture. However, conventional helical ionogel fibers currently encounter several challenges, including complicated preparation processes, insufficient control over the helical morphology, and a suboptimal mechanical performance, which seriously constrains their practical deployment. Here, a series of core-shell helical ionogel fibers are conveniently fabricated by using a coaxial microfluidic spinning technique. The fiber shell consists of poly(vinyl alcohol) (PVA), which is rapidly solidified during the spinning process via solvent exchange. The ionogel core of the fiber is constructed through in situ polymerization of a polymerizable deep eutectic solvent, milk powder, and metal salt (Li+, Tb3+, or Eu3+). The as-prepared core-shell helical ionogel fibers present remarkable flexibility, mechanical strength (6.1 MPa), and elongation (2352%) attributed to the synergistic effect of the PVA shell with high strength and the ionogel core featuring multiple physical interactions (including hydrogen bonds and metal coordination). Notably, the Eu3+-containing ionogel fiber possesses distinct red fluorescence, ion conductivity, and solvent-responsive characteristics. More importantly, the strain-sensing behavior of the fiber enables its application in wearable sensors for monitoring human motion signals. This study explores a feasible solution for fabricating high-strength, stretchable, and functional helical ionogel fibers suitable for application in flexible wearable devices.",2025,"Liu, JD and Wu, J and Liu, XH and Du, XY",NA,10.1021/acsapm.5c03062,NA,helical fiber and core-shell and eutectogels and solvent response and wearable sensor,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_3448,WoS,Assessment of Pre- and Post-Fire Fuel Availability for Wildfire Management Based on L-Band Polarimetric SAR,"Many communities coexist with wildfires that lead to loss of lives, property, and ecosystem services. Remote sensing tools can aid disaster response and post-event assessment, offering fire agencies opportunities for additional surveillance with radar, an all-weather instrument that can image day or night. The Station (2009) and Bobcat (2020) Fires are the two largest fires in Los Angeles County history, each burning over 100,000 acres. These areas are imaged with NASA's Uninhabited Aerial Vehicle Synthetic Aperture Radar L-band instrument. We test whether polarimetric radar can detect fire scars, burn severity, and different fuel types through its sensitivity to different scattering mechanisms. Polarimetric SAR products are moved into geographic information system-friendly formats, and in lieu of available field measurements are analyzed alongside agency data showing fire perimeters, burn progression outlines, and soil burn severity. We find that the HV polarization returns and the primary scattering mechanism, quantified through the Cloude-Pottier decomposition, are the most sensitive parameters. Higher HV values pre-fire correspond well to areas of moderate and high soil burn severity, and the pattern of fire progression follows higher HV to some extent. Using an HV difference threshold of 1.5 dB, the Bobcat burn scar is identified at 0.70 accuracy when compared with the published fire perimeter. Alpha 1 Angle can also demonstrate sensitivity to soil burn severity pre- and post-fire, showing vegetation types with increased surface scattering post-fire, which can be used to map burn scars and track recovery by vegetation type. Wildfires around the world lead to loss of lives, property, and environmental benefits. The increasing usage of satellite imagery to aid disaster response and monitoring offers fire agencies an opportunity for additional surveillance. Radar instruments can see through smoke, haze, and clouds during the day or night, which is especially relevant when cloud cover or weather conditions block traditional visual surveys of damage. The Station (2009) and Bobcat (2020) Fires are the two largest fires in Los Angeles County history, each burning over 100,000 acres. These areas were imaged with NASA's Uninhabited Aerial Vehicle Synthetic Aperture Radar, an airborne sensor with high quality measurements and detailed resolution. For these neighboring fires, we investigate the usage of radar remote sensing to detect fire scars, burn severity, and different fuel (vegetation) types. These fire characteristics are observed using a variety of polarimetric radar products. These products are analyzed alongside agency data such as burned area outlines, burn progression outlines, and burn severity. We demonstrate the advantages of using radar data sets to understand the vegetation which contributed to the fires and to monitor post-fire recovery. Polarimetric radar products can offer supplementary information on available fuels, past fire scars, and vegetation recovery Alpha angle from eigenvectors is able to separate burn severity classes, while HV polarization better identifies burned from unburned area Long-term monitoring with a similar L-band instrument can be achieved once the upcoming NASA-ISRO Synthetic Aperture Radar sensor is fully operational",2024,"An, KR and Jones, CE and Lou, YL",NA,10.1029/2023EA002943,NA,wildfire and SAR and NISAR and UAVSAR and fuel and load and BOREAL FORESTS and BURN SEVERITY and FIRE and INCREASE and BIOMASS,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_3502,WoS,Flexible Pseudocapacitive Iontronic Tactile Sensor Based on Microsphere-Decorated Electrode and Microporous Polymer Electrolyte for Ultrasensitive Pressure Detection,"Wearable sensor as the initial terminal is in great requirement for people pursuing healthy life. High-performance tactile sensors are the guarantee of accurate pressure information acquisition. Herein, a flexible iontronic tactile sensor is developed by utilizing a highly conductive poly(3,4-ethylenedioxythiophene):poly(styrenesulfonate) thin film decorated with polymethyl methacrylate microspheres as pseudocapacitive electrode and a porous polyurethane foam composited with Na+/Cl- ion-enriched polyvinyl alcohol gel as polymer electrolyte through a facile method of solution-casting followed by freeze-drying. By taking advantages of both high pseudocapacitance and rationally designed microstructures, the developed tactile sensor shows an ultrahigh sensitivity (approximate to 162.90 kPa(-1)), a broad detection range (approximate to 160 kPa), a low detection limit (approximate to 30 Pa), a fast response time (approximate to 25 ms), and excellent repeatability and durability. Thanks to the ultrahigh sensitivity, the sensor is capable of detecting subtle pressures caused by dynamic micromotions such as touching a sandpaper surface, dropping water droplets, and adding water into a beaker. Application of a smart glove mounted with such sensor unit and array for a fast and accurate Braille recognition is also demonstrated. The proposed facile and efficient strategy of fabricating flexible ultrasensitive tactile sensors will be favorable to various wearable subtle pressure sensing applications.",2022,"Wang, P and Li, GX and Yu, W and Meng, CZ and Guo, SJ",NA,10.1002/aelm.202101269,NA,flexible electronics and iontronic tactile sensor and microstructure and PEDOT and PSS and pseudocapacitance and PVA and ultrasensitive and CAPACITIVE PRESSURE and HIGH-PERFORMANCE and ION-GEL and TRANSPARENT and DESIGN and FILM and MICROSTRUCTURE and HYDROGEL and PLATFORM and STRAIN,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
